generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1774151467-tYtfOBLe0USquomWlPD9,2026-03-22 03:51:07.095,0.001181,,-0.000502,0,0,4442,1591,839,3351,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8528,5552,,tgasistant_claude
gen-1774151467-EXkz5AfXU6N8vxvaYkxv,2026-03-22 03:51:07.088,0.00116,,-0.000502,0,0,3695,1849,1119,3351,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9776,6988,,tgasistant_claude
gen-1774151466-U1IKnvFGMVgWxLp16gPP,2026-03-22 03:51:06.951,0.001051,,-0.000483,0,0,3784,1556,843,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8884,5616,,tgasistant_claude
gen-1774151466-plgGeYAZKAzoMBRNNvFy,2026-03-22 03:51:06.948,0.002284,,-0.000483,0,0,4368,3788,1374,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16199,7522,,tgasistant_claude
gen-1774151464-THwFbLIiTozjM7DCx60r,2026-03-22 03:51:04.410,0.000345,,,0,0,1812,122,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2266,430,,tgasistant_claude
gen-1774151449-V6a1Rbr6ObNG8k5LQG7q,2026-03-22 03:50:49.348,0.001744,,-0.000483,0,0,4572,2627,1227,3225,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13685,8412,,tgasistant_claude
gen-1774151449-KYw5a3lmA9fdBVH0pLpR,2026-03-22 03:50:49.344,0.001633,,-0.000483,0,0,3969,2647,1450,3225,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14035,8052,,tgasistant_claude
gen-1774151446-eC7RdOtHfEimPF6zC2yT,2026-03-22 03:50:46.858,0.000211,,,0,0,981,107,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2113,361,,tgasistant_claude
gen-1774151431-6GJNKDwLle99PdpZjNkp,2026-03-22 03:50:31.283,0.001881,,-0.000483,0,0,4184,3057,2151,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15094,11814,,tgasistant_claude
gen-1774151429-anX17LxEtiV8EnJknq6H,2026-03-22 03:50:29.217,0.000327,,,0,0,1788,99,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1789,555,,tgasistant_claude
gen-1774151409-sB2vhBjainqpVHFnR320,2026-03-22 03:50:09.474,0.002273,,-0.000022,0,0,4022,2983,1894,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16137,12620,,tgasistant_claude
gen-1774151409-Zp5yDyNgbWTCsE4iHY43,2026-03-22 03:50:09.469,0.002611,,-0.000022,0,0,4100,3628,1336,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19034,8591,,tgasistant_claude
gen-1774151406-L7iiiko9hGmvnWRYMMGR,2026-03-22 03:50:06.695,0.000505,,,0,0,2928,110,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2492,501,,tgasistant_claude
gen-1774151373-S0IrcJCLoak5ASOcBDio,2026-03-22 03:49:33.430,0.003084,,-0.000484,0,0,4762,5235,3865,3233,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,32456,26098,,tgasistant_claude
gen-1774151362-1x870BFXKP6fChyXPA7f,2026-03-22 03:49:21.959,0.001356,,-0.000501,0,0,3922,2147,1421,3340,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10863,8388,,tgasistant_claude
gen-1774151361-HkrgvlmSCI3lwpX5mJ7U,2026-03-22 03:49:21.955,0.002305,,-0.000483,0,0,4642,3721,828,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,17031,6742,,tgasistant_claude
gen-1774151360-iWMa4RWpyjjrAxyV3WAF,2026-03-22 03:49:20.029,0.000178,,,0,0,761,107,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1656,438,,tgasistant_claude
gen-1774151350-MpjJ2Q49ZkI8pVV7kMxb,2026-03-22 03:49:10.162,0.000979,,-0.000483,0,0,3922,1357,716,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9438,5732,,tgasistant_claude
gen-1774151348-EP0vn7o8AekGeMIfnAcQ,2026-03-22 03:49:08.231,0.000214,,,0,0,1084,87,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1667,376,,tgasistant_claude
gen-1774151336-zVQDvNFgE5gmAEStTSg8,2026-03-22 03:48:56.804,0.002148,,-0.000022,0,0,4123,2692,1141,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10820,6297,,tgasistant_claude
gen-1774151334-exIstEeEFMv8o0Mj84z2,2026-03-22 03:48:54.822,0.000268,,,0,0,1393,99,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1494,550,,tgasistant_claude
gen-1774151317-sa1tYB0P2smYyt19dpTH,2026-03-22 03:48:37.548,0.00154,,-0.000483,0,0,4021,2439,899,3223,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11807,6045,,tgasistant_claude
gen-1774151317-LrZ6yRbCnqMw2SZQvAGX,2026-03-22 03:48:37.544,0.00151,,-0.000483,0,0,3764,2482,1578,3223,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16581,11703,,tgasistant_claude
gen-1774151315-rumctJLptUadKIDNCqBS,2026-03-22 03:48:35.141,0.000354,,,0,0,1849,129,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2145,411,,tgasistant_claude
gen-1774151301-djIt1ciEHKFeKh9UxmTz,2026-03-22 03:48:21.026,0.002025,,-0.000022,0,0,3867,2549,1186,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12398,6994,,tgasistant_claude
gen-1774151301-oPNsHR6HXDYmaUdVGPxg,2026-03-22 03:48:21.019,0.001559,,-0.000483,0,0,4117,2439,1416,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13246,9237,,tgasistant_claude
gen-1774151301-zQr4p9Zfm0LwDqiyRSTs,2026-03-22 03:48:21.018,0.001367,,-0.000022,0,0,3841,1243,683,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5135,3488,,tgasistant_claude
gen-1774151298-nmpv8h1oraDkTUdErfLX,2026-03-22 03:48:18.065,0.000595,,,0,0,3467,125,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2625,738,,tgasistant_claude
gen-1774151278-XXScIUSIvDcrI0LIS5di,2026-03-22 03:47:58.120,0.002268,,-0.000507,0,0,4583,3719,1022,3386,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19032,9325,,tgasistant_claude
gen-1774151259-RW0rMxIaKiP705cBXWqU,2026-03-22 03:47:39.174,0.002474,,-0.000483,0,0,4271,4207,2644,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24581,18982,,tgasistant_claude
gen-1774151258-BDwnzs7fqklkRzqcnMf7,2026-03-22 03:47:38.879,0.001882,,-0.000483,0,0,4338,2996,1204,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18401,7823,,tgasistant_claude
gen-1774151258-apD1DgBtnBLJhuwKP1zp,2026-03-22 03:47:38.874,0.00147,,-0.000022,0,0,3809,1461,845,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5833,4540,,tgasistant_claude
gen-1774151256-D0WNHbgoMKpCX2aewtG4,2026-03-22 03:47:36.074,0.000372,,,0,0,1853,158,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2395,446,,tgasistant_claude
gen-1774151226-FQ1MvKm1412JssjteXN5,2026-03-22 03:47:06.632,0.000363,,,0,0,278,82,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2010,1706,,tgassistant_gemini
gen-1774151219-HtrIxquKTbk5BofW1ho2,2026-03-22 03:46:59.380,0.000313,,,0,0,278,61,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1761,1556,,tgassistant_gemini
gen-1774151213-bn7aQmIr71TEo4XPdfey,2026-03-22 03:46:53.420,0.000322,,,0,0,278,65,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2225,1973,,tgassistant_gemini
gen-1774151208-kT5sj4DyVmPDH4deCF5y,2026-03-22 03:46:48.820,0.005161,,-0.000022,0,0,4945,8390,4989,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,46315,30020,,tgasistant_claude
gen-1774151205-VuEqtZdS0Dj4J0yyjaVR,2026-03-22 03:46:45.915,0.000939,,,0,0,5622,161,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2641,535,,tgasistant_claude
gen-1774151184-mwL8KanxgPJeOG7NIlSk,2026-03-22 03:46:24.036,0.002817,,-0.000497,0,0,4955,4647,2710,3316,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21064,14638,,tgasistant_claude
gen-1774151175-e3b66DiyXqyBnSKkhQgH,2026-03-22 03:46:15.597,0.002598,,-0.000498,0,0,4780,4282,1705,3326,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16727,9501,,tgasistant_claude
gen-1774151159-GetUucNuKvnDqrK4kLcl,2026-03-22 03:45:58.768,0.000298,,,0,0,230,67,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2180,1907,,tgassistant_gemini
gen-1774151153-m2CDQBBxlwQJHJoZ0uvn,2026-03-22 03:45:53.641,0.002399,,-0.000498,0,0,4715,3910,2375,3326,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21104,16156,,tgasistant_claude
gen-1774151151-8VnsR1VdcEuah2vgs595,2026-03-22 03:45:51.482,0.003481,,-0.000498,0,0,4649,6101,1737,3326,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,31480,12693,,tgasistant_claude
gen-1774151146-FVFngGTA0RdLLng35zuN,2026-03-22 03:45:46.212,0.000255,,,0,0,230,49,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2206,2012,,tgassistant_gemini
gen-1774151135-buTO4X9tprD2ZW21BPoL,2026-03-22 03:45:35.526,0.00026,,,0,0,230,51,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2076,1877,,tgassistant_gemini
gen-1774151122-ltF4Dw5dnad5VwfmJy3c,2026-03-22 03:45:22.420,0.00278,,-0.000498,0,0,4716,4673,2207,3326,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,30416,19203,,tgasistant_claude
gen-1774151113-tHSbKuAA806l1UFNQOPd,2026-03-22 03:45:13.185,0.00365,,-0.000498,0,0,4732,6405,2954,3326,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,36908,24401,,tgasistant_claude
gen-1774151109-ShjL39FQAK8TrqP0tdTf,2026-03-22 03:45:09.817,0.000732,,-0.000482,0,0,3957,846,492,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5190,4132,,tgasistant_claude
gen-1774151109-2v1LRSXvLzoOkNctepyo,2026-03-22 03:45:09.551,0.001883,,-0.000022,0,0,4021,2202,1107,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11956,7678,,tgasistant_claude
gen-1774151096-D9dFwxqvrkPcJNsijPgE,2026-03-22 03:44:56.724,0.000206,,,0,0,248,24,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2299,2141,,tgassistant_gemini
gen-1774151091-Ko8CcVLB4REn5AqsbeVK,2026-03-22 03:44:51.318,0.002519,,-0.000022,0,0,4657,3221,794,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16613,6362,,tgasistant_claude
gen-1774151090-t2kRZXZw7ioFdYzURg9n,2026-03-22 03:44:50.588,0.002926,,-0.000022,0,0,5057,3875,1595,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21626,13376,,tgasistant_claude
gen-1774151088-gcpf6LRjuVnOQQroNDRj,2026-03-22 03:44:48.309,0.000241,,,0,0,1217,98,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1499,418,,tgasistant_claude
gen-1774151083-dnj7LZ4mNzhMQvyEhvty,2026-03-22 03:44:42.821,0.000208,,,0,0,248,25,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2288,2081,,tgassistant_gemini
gen-1774151071-mZ2W5ZJ6u0NVb5RxKvp0,2026-03-22 03:44:31.369,0.000208,,,0,0,248,25,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2269,2054,,tgassistant_gemini
gen-1774151070-mdGAAOwdcvO5kFCcussv,2026-03-22 03:44:29.819,0.002336,,-0.000022,0,0,4155,3055,1195,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,17046,9504,,tgasistant_claude
gen-1774151066-mkv6EVqdGNNcYHyWe4JQ,2026-03-22 03:44:26.105,0.000987,,,0,0,6012,142,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2507,622,,tgasistant_claude
gen-1774151043-MIXdMIbUUifV2XMCl6gN,2026-03-22 03:44:03.628,0.002962,,-0.000022,0,0,4458,4187,1303,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,20521,9311,,tgasistant_claude
gen-1774151035-4z0UI9d7rRiEwtRD4HWe,2026-03-22 03:43:55.137,0.003005,,-0.000022,0,0,4606,4213,787,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,20746,6807,,tgasistant_claude
gen-1774151020-3yMTpml4SO8vRwoY2Ajb,2026-03-22 03:43:40.615,0.002326,,-0.000496,0,0,4608,3803,1455,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,20770,11198,,tgasistant_claude
gen-1774150983-tD6j4AvJmefB0TzgxmSk,2026-03-22 03:43:03.013,0.004465,,-0.000496,0,0,4658,8061,5125,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,50972,39701,,tgasistant_claude
gen-1774150978-XNK0gisNzGHOTxAcitvQ,2026-03-22 03:42:58.498,0.003948,,-0.000496,0,0,4655,7028,3342,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,40136,23911,,tgasistant_claude
gen-1774150964-cUcQdLf4rDNvGWN96kOP,2026-03-22 03:42:44.464,0.0024,,-0.000496,0,0,4658,3931,720,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,17370,4673,,tgasistant_claude
gen-1774150962-x7SL6VLXdbtpGHXDjF6G,2026-03-22 03:42:42.317,0.00203,,-0.000496,0,0,4600,3214,1082,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14698,8294,,tgasistant_claude
gen-1774150924-Z1xolDhw2CiXCuHIMb9i,2026-03-22 03:42:04.795,0.004004,,-0.000496,0,0,4630,7150,3474,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,38576,24618,,tgasistant_claude
gen-1774150921-sf23BpWtQLECDeaJRoRV,2026-03-22 03:42:00.816,0.003812,,-0.000496,0,0,4609,6774,3726,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,39284,27168,,tgasistant_claude
gen-1774150901-lbs0I5g5MxxFYMonIGyi,2026-03-22 03:41:41.421,0.00336,,-0.000022,0,0,4634,4912,1207,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,22247,6591,,tgasistant_claude
gen-1774150892-p7HloeX7nHBQSUVLMB6N,2026-03-22 03:41:31.166,0.003568,,-0.000022,0,0,4688,5306,2463,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,25550,16246,,tgasistant_claude
gen-1774150875-l0Cx47Lhhr9l7fkQASk0,2026-03-22 03:41:15.881,0.002766,,-0.000482,0,0,4660,4634,1370,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24511,11316,,tgasistant_claude
gen-1774150864-Ln3BSeL1jOk5quBdIV5S,2026-03-22 03:41:03.835,0.00279,,-0.000496,0,0,4656,4712,1656,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,25482,12924,,tgasistant_claude
gen-1774150855-q79kPyC0oVfUpXjunwaA,2026-03-22 03:40:55.396,0.002368,,-0.000496,0,0,4663,3866,1456,3312,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19575,8634,,tgasistant_claude
gen-1774150845-OGTp6BztLqyJKoaQYzha,2026-03-22 03:40:45.430,0.002303,,-0.000482,0,0,4628,3720,936,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16352,5767,,tgasistant_claude
gen-1774150836-KgXpNUkzCRkyWYOxKeib,2026-03-22 03:40:36.179,0.003445,,-0.000022,0,0,5054,4913,840,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18246,5311,,tgasistant_claude
gen-1774150813-TKfNXDqjnrJGzJOm4RL8,2026-03-22 03:40:12.930,0.003342,,-0.000482,0,0,4618,5802,2295,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,30380,15291,,tgasistant_claude
gen-1774150812-HloBNjZzP0CX3zXlkDkz,2026-03-22 03:40:12.614,0.002929,,-0.000482,0,0,4646,4965,2058,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,22349,13216,,tgasistant_claude
gen-1774150810-uLr76WqWxj7sDgtqxlMt,2026-03-22 03:40:09.958,0.000211,,,0,0,1071,84,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1767,530,,tgasistant_claude
gen-1774150773-ooIYalMCMYocGouuAcUo,2026-03-22 03:39:32.782,0.003697,,-0.000482,0,0,3894,6802,4703,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,35615,27906,,tgasistant_claude
gen-1774150762-T1diToH2sfB1zNBHTWyd,2026-03-22 03:39:22.662,0.001194,,-0.000484,0,0,3505,1957,1124,3231,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9064,5984,,tgasistant_claude
gen-1774150760-OvEdzgUkV1uBDblEGVdJ,2026-03-22 03:39:20.390,0.000094,,,0,0,449,45,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1128,499,,tgasistant_claude
gen-1774150756-qII2TvIB0qvo4kfkdbXB,2026-03-22 03:39:16.693,0.000444,,-0.000483,0,0,3532,443,332,3226,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2743,2421,,tgasistant_claude
gen-1774150752-Dy63G3zYykXK4k86DFiY,2026-03-22 03:39:12.621,0.000241,,,0,0,1193,105,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2685,562,,tgasistant_claude
gen-1774150737-Xq09tRefruUgkrJ0hFck,2026-03-22 03:38:57.408,0.001626,,-0.000483,0,0,4226,2529,819,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13732,6511,,tgasistant_claude
gen-1774150737-ToSJkjFLlwYOl8dh2n66,2026-03-22 03:38:57.114,0.001169,,-0.000483,0,0,4146,1647,796,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7964,4904,,tgasistant_claude
gen-1774150734-Y7c6CppeeDDue5dsrx60,2026-03-22 03:38:54.840,0.00037,,,0,0,1940,133,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1853,427,,tgasistant_claude
gen-1774150716-7Q280nse1etUxy2D9oOA,2026-03-22 03:38:36.056,0.001528,,-0.000483,0,0,3946,2446,1026,3226,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11014,5001,,tgasistant_claude
gen-1774150715-INkHS1A0OWFRPIVAMlOY,2026-03-22 03:38:35.645,0.002773,,-0.000022,0,0,4270,3884,743,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,17961,5220,,tgasistant_claude
gen-1774150713-On1K1nDmiQXnLIf3ulr1,2026-03-22 03:38:33.336,0.000361,,,0,0,1843,141,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1709,440,,tgasistant_claude
gen-1774150691-dAzsW2ufuHKDZ0cl5byP,2026-03-22 03:38:11.449,0.001348,,-0.000476,0,0,3581,2217,1156,3174,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14300,9047,,tgasistant_claude
gen-1774150691-CL6IRGoqe0WHNzRWlmde,2026-03-22 03:38:11.072,0.002541,,-0.000483,0,0,4643,4193,947,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21072,6606,,tgasistant_claude
gen-1774150689-06AUHXWawfjDCNFCrvWs,2026-03-22 03:38:09.285,0.000151,,,0,0,745,67,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1259,500,,tgasistant_claude
gen-1774150682-yECeKDEymoqhy6KkULkQ,2026-03-22 03:38:01.819,0.001455,,-0.000022,0,0,3967,1369,632,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6297,4137,,tgasistant_claude
gen-1774150678-lA3GQEoEBVIL7lSYKl8r,2026-03-22 03:37:58.377,0.000832,,,0,0,4984,142,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2300,597,,tgasistant_claude
gen-1774150664-bRV56C8y0GJ28GLefCLp,2026-03-22 03:37:44.236,0.001364,,-0.000493,0,0,3894,2160,1002,3293,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11949,6296,,tgasistant_claude
gen-1774150664-vUe6KH3TUGj1W9Kvb4vD,2026-03-22 03:37:43.969,0.000813,,-0.000476,0,0,4002,978,705,3174,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6592,5840,,tgasistant_claude
gen-1774150653-GYjTfb4sj76IIPf3Dnqn,2026-03-22 03:37:33.255,0.001679,,-0.000022,0,0,4656,1540,774,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9348,6376,,tgasistant_claude
gen-1774150651-qi3UhOxT04Z25xQeStUz,2026-03-22 03:37:31.372,0.002076,,-0.000493,0,0,4749,3240,2035,3292,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21263,16658,,tgasistant_claude
gen-1774150641-Vv7pRdUt0tYcyndaxHJ3,2026-03-22 03:37:21.321,0.0014,,-0.000493,0,0,4669,1921,694,3293,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10367,5778,,tgasistant_claude
gen-1774150633-UaYzA1rXrzkjkw7pDf80,2026-03-22 03:37:13.715,0.001891,,-0.000493,0,0,4652,2911,733,3293,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16932,6383,,tgasistant_claude
gen-1774150627-L7HGfrZVnHvgC5FfiEUT,2026-03-22 03:37:07.022,0.001529,,-0.000493,0,0,4644,2190,974,3293,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12691,7463,,tgasistant_claude
gen-1774150618-8qDw79pj79csT6p4Rhdv,2026-03-22 03:36:57.827,0.001234,,-0.000483,0,0,4638,1580,633,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7569,4302,,tgasistant_claude
gen-1774150616-nkkyzmDyjoJ6Jw1wLUsm,2026-03-22 03:36:56.751,0.002148,,-0.000484,0,0,4619,3418,850,3231,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16038,6230,,tgasistant_claude
gen-1774150615-G4MCZYURVw3V733h8A9l,2026-03-22 03:36:55.383,0.000117,,,0,0,538,61,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1092,365,,tgasistant_claude
gen-1774150607-m0FYjm8y6ns1daGXmPE3,2026-03-22 03:36:47.926,0.000815,,-0.000483,0,0,3608,1155,744,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6851,5281,,tgasistant_claude
gen-1774150606-n2hcveSdak8jG91cJA2q,2026-03-22 03:36:46.042,0.000154,,,0,0,642,97,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1608,356,,tgasistant_claude
gen-1774150597-rc8lFqZ6Rbm6OIw01B2z,2026-03-22 03:36:37.867,0.00148,,-0.000022,0,0,3574,1575,1001,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7782,5913,,tgasistant_claude
gen-1774150595-TS4fRH3Ogz94fDJatRZI,2026-03-22 03:36:35.927,0.000221,,,0,0,1003,119,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1696,364,,tgasistant_claude
gen-1774150587-TVA4N0xI2N6CRITrjrC5,2026-03-22 03:36:27.438,0.000734,,-0.000501,0,0,3735,979,787,3344,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5261,4794,,tgasistant_claude
gen-1774150587-84tWnMHEnoZOIFo9yRDO,2026-03-22 03:36:27.125,0.001205,,-0.000483,0,0,3848,1839,1075,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8150,5756,,tgasistant_claude
gen-1774150584-SwIucDsx75Gw8mnxPqDr,2026-03-22 03:36:24.680,0.000346,,,0,0,1855,113,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2080,350,,tgasistant_claude
gen-1774150571-hk0PFxPLhVZAhM9VLzNh,2026-03-22 03:36:11.431,0.001437,,-0.000483,0,0,4626,1991,727,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11446,5553,,tgasistant_claude
gen-1774150571-AQ6H8wtf4dsbCLoMThS7,2026-03-22 03:36:11.423,0.000925,,-0.000483,0,0,3633,1366,1003,3226,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7167,6075,,tgasistant_claude
gen-1774150571-tF7OvL0lCgIsw10yJE7v,2026-03-22 03:36:11.116,0.001742,,-0.000482,0,0,3914,2885,1522,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12882,8340,,tgasistant_claude
gen-1774150568-v2JxTozlB43CTRO24Lvn,2026-03-22 03:36:08.286,0.000219,,,0,0,966,125,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2262,370,,tgasistant_claude
gen-1774150556-8CBbhn2eLNFFGDyLg1M4,2026-03-22 03:35:56.402,0.001135,,-0.000484,0,0,3615,1794,914,3231,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10667,6019,,tgasistant_claude
gen-1774150556-L64eOacJrLPpQnlamyKP,2026-03-22 03:35:56.010,0.001782,,-0.000022,0,0,3771,2101,1082,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11559,8010,,tgasistant_claude
gen-1774150553-Wh3cUqHzUISmcrvT7ApN,2026-03-22 03:35:53.971,0.000177,,,0,0,790,99,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1762,398,,tgasistant_claude
gen-1774150529-tyGNjvLJCxdkbsDonpO0,2026-03-22 03:35:29.312,0.002728,,-0.000022,0,0,4034,3888,3332,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24246,22709,,tgasistant_claude
gen-1774150527-s432RILp0h1T3dD5yszc,2026-03-22 03:35:27.041,0.000323,,,0,0,1667,122,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1969,460,,tgasistant_claude
gen-1774150504-7xl0wAUJs9NVWFm23iLs,2026-03-22 03:35:04.588,0.001168,,-0.000484,0,0,3617,1858,752,3228,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11538,6652,,tgasistant_claude
gen-1774150504-6GCOomxAJtV1Z4KOm8AA,2026-03-22 03:35:04.315,0.002085,,-0.000483,0,0,4254,3436,1286,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21537,10287,,tgasistant_claude
